mort_adulte,age,poids,v021,v106,v190,v024,v501,v130,v463a,v113,v116
0,18.0,1.818602,133.0,1.0,5.0,12.0,0.0,1.0,0.0,11.0,11.0
0,22.0,1.818602,133.0,3.0,5.0,12.0,0.0,1.0,0.0,11.0,11.0
0,17.0,1.818602,133.0,2.0,5.0,12.0,0.0,1.0,0.0,11.0,11.0
0,16.0,1.818602,133.0,3.0,5.0,12.0,0.0,1.0,0.0,11.0,11.0
0,32.0,1.818602,133.0,2.0,5.0,12.0,2.0,1.0,0.0,13.0,12.0
0,34.0,1.818602,133.0,2.0,5.0,12.0,0.0,1.0,0.0,97.0,97.0
0,32.0,1.818602,133.0,2.0,4.0,12.0,1.0,1.0,0.0,13.0,13.0
0,52.0,1.818602,133.0,2.0,5.0,12.0,0.0,1.0,0.0,14.0,13.0
0,40.0,1.818602,133.0,3.0,5.0,12.0,1.0,2.0,0.0,71.0,12.0
0,26.0,1.818602,133.0,3.0,5.0,12.0,0.0,2.0,0.0,71.0,12.0
0,55.0,1.818602,133.0,2.0,5.0,12.0,1.0,1.0,0.0,41.0,12.0
0,28.0,1.818602,133.0,2.0,5.0,12.0,2.0,1.0,0.0,13.0,12.0
0,31.0,1.818602,133.0,2.0,5.0,12.0,1.0,3.0,0.0,71.0,12.0
0,30.0,1.818602,133.0,3.0,5.0,12.0,2.0,1.0,0.0,11.0,12.0
0,41.0,1.818602,133.0,3.0,5.0,12.0,1.0,2.0,0.0,71.0,11.0
0,49.0,1.445452,134.0,0.0,2.0,7.0,3.0,2.0,0.0,32.0,22.0
0,20.0,1.445452,134.0,1.0,2.0,7.0,0.0,2.0,0.0,32.0,22.0
0,46.0,1.445452,134.0,0.0,1.0,7.0,1.0,1.0,0.0,32.0,31.0
0,38.0,1.445452,134.0,0.0,2.0,7.0,1.0,2.0,0.0,32.0,23.0
0,38.0,1.445452,134.0,1.0,1.0,7.0,1.0,1.0,0.0,32.0,22.0
0,47.0,1.445452,134.0,0.0,2.0,7.0,1.0,3.0,0.0,32.0,22.0
0,46.0,1.445452,134.0,0.0,2.0,7.0,1.0,2.0,0.0,32.0,22.0
0,18.0,1.445452,134.0,1.0,1.0,7.0,1.0,2.0,0.0,32.0,31.0
0,27.0,1.445452,134.0,1.0,3.0,7.0,1.0,2.0,0.0,21.0,22.0
0,15.0,1.445452,134.0,1.0,1.0,7.0,1.0,1.0,0.0,32.0,31.0
0,35.0,1.445452,134.0,0.0,4.0,7.0,1.0,2.0,0.0,21.0,22.0
0,50.0,1.445452,134.0,0.0,1.0,7.0,1.0,7.0,0.0,32.0,22.0
0,33.0,1.445452,134.0,0.0,1.0,7.0,1.0,7.0,0.0,32.0,22.0
0,33.0,1.445452,134.0,0.0,2.0,7.0,1.0,1.0,0.0,13.0,22.0
0,33.0,1.445452,134.0,0.0,2.0,7.0,1.0,1.0,0.0,32.0,23.0
0,27.0,1.445452,134.0,0.0,2.0,7.0,1.0,2.0,0.0,32.0,23.0
0,28.0,1.445452,134.0,0.0,1.0,7.0,1.0,7.0,0.0,31.0,31.0
0,43.0,1.445452,134.0,0.0,1.0,7.0,1.0,1.0,0.0,31.0,31.0
0,31.0,1.445452,134.0,2.0,1.0,7.0,1.0,1.0,0.0,31.0,31.0
0,38.0,1.445452,134.0,1.0,1.0,7.0,1.0,2.0,0.0,32.0,22.0
0,50.0,1.445452,134.0,0.0,2.0,7.0,1.0,1.0,0.0,32.0,43.0
0,45.0,1.445452,134.0,0.0,1.0,7.0,1.0,7.0,0.0,32.0,23.0
0,26.0,1.445452,134.0,1.0,1.0,7.0,0.0,1.0,0.0,32.0,31.0
0,32.0,1.445452,134.0,0.0,1.0,7.0,1.0,2.0,0.0,32.0,31.0
0,38.0,1.445452,134.0,0.0,1.0,7.0,1.0,1.0,0.0,32.0,22.0
0,43.0,1.445452,134.0,0.0,1.0,7.0,5.0,1.0,0.0,32.0,31.0
0,32.0,0.453584,135.0,2.0,1.0,5.0,0.0,1.0,0.0,32.0,22.0
0,45.0,0.453584,135.0,1.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,46.0,0.453584,135.0,1.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,44.0,0.453584,135.0,0.0,1.0,5.0,1.0,5.0,0.0,32.0,23.0
0,43.0,0.453584,135.0,1.0,2.0,5.0,1.0,1.0,0.0,32.0,22.0
0,38.0,0.453584,135.0,0.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,31.0,0.453584,135.0,2.0,1.0,5.0,0.0,1.0,0.0,32.0,23.0
0,31.0,0.453584,135.0,2.0,1.0,5.0,0.0,1.0,0.0,32.0,23.0
0,17.0,0.453584,135.0,2.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,50.0,0.453584,135.0,1.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,22.0,0.453584,135.0,0.0,1.0,5.0,1.0,7.0,0.0,32.0,23.0
0,32.0,0.453584,135.0,0.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,35.0,0.453584,135.0,0.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,37.0,0.453584,135.0,0.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,40.0,0.453584,135.0,0.0,1.0,5.0,1.0,1.0,0.0,32.0,23.0
0,16.0,0.453584,135.0,2.0,1.0,5.0,0.0,1.0,0.0,32.0,23.0
0,18.0,0.453584,135.0,1.0,1.0,5.0,0.0,1.0,0.0,32.0,23.0
0,19.0,0.453584,135.0,2.0,1.0,5.0,0.0,1.0,0.0,32.0,23.0
0,32.0,0.453584,135.0,1.0,1.0,5.0,1.0,1.0,0.0,31.0,23.0
0,24.0,0.453584,135.0,2.0,1.0,5.0,0.0,1.0,0.0,31.0,23.0
0,25.0,0.982034,136.0,2.0,3.0,5.0,0.0,4.0,0.0,14.0,22.0
1,30.0,0.982034,136.0,0.0,3.0,5.0,1.0,4.0,0.0,14.0,23.0
0,40.0,0.982034,136.0,0.0,3.0,5.0,1.0,4.0,0.0,14.0,23.0
0,30.0,0.982034,136.0,1.0,1.0,5.0,1.0,1.0,0.0,21.0,23.0
0,26.0,0.982034,136.0,0.0,1.0,5.0,1.0,4.0,0.0,21.0,22.0
0,23.0,0.982034,136.0,0.0,2.0,5.0,1.0,2.0,0.0,21.0,23.0
0,55.0,0.982034,136.0,0.0,3.0,5.0,1.0,4.0,0.0,21.0,22.0
0,26.0,0.982034,136.0,0.0,3.0,5.0,1.0,4.0,0.0,21.0,22.0
0,23.0,0.982034,136.0,0.0,2.0,5.0,1.0,4.0,0.0,21.0,23.0
0,20.0,0.982034,136.0,0.0,2.0,5.0,1.0,4.0,0.0,21.0,21.0
0,28.0,0.982034,136.0,0.0,2.0,5.0,1.0,4.0,0.0,21.0,21.0
0,45.0,0.982034,136.0,0.0,3.0,5.0,1.0,4.0,0.0,21.0,21.0
0,38.0,0.982034,136.0,0.0,2.0,5.0,1.0,4.0,0.0,13.0,22.0
0,36.0,0.982034,136.0,0.0,3.0,5.0,1.0,4.0,0.0,14.0,22.0
0,40.0,0.982034,136.0,0.0,1.0,5.0,4.0,4.0,0.0,21.0,22.0
0,40.0,0.982034,136.0,0.0,1.0,5.0,4.0,4.0,0.0,21.0,22.0
0,39.0,0.982034,136.0,0.0,1.0,5.0,4.0,4.0,0.0,21.0,22.0
0,46.0,0.982034,136.0,0.0,1.0,5.0,1.0,4.0,0.0,21.0,22.0
0,34.0,0.982034,136.0,0.0,1.0,5.0,3.0,4.0,0.0,21.0,22.0
0,60.0,0.982034,136.0,0.0,1.0,5.0,1.0,4.0,0.0,21.0,22.0
0,23.0,0.982034,136.0,0.0,1.0,5.0,1.0,4.0,0.0,21.0,22.0
0,34.0,0.982034,136.0,0.0,2.0,5.0,0.0,4.0,0.0,21.0,21.0
0,20.0,0.982034,136.0,0.0,2.0,5.0,1.0,4.0,0.0,21.0,23.0
0,23.0,0.982034,136.0,0.0,2.0,5.0,1.0,4.0,0.0,14.0,23.0
0,27.0,0.982034,136.0,0.0,2.0,5.0,1.0,4.0,0.0,14.0,23.0
0,20.0,0.982034,136.0,1.0,2.0,5.0,1.0,4.0,0.0,21.0,22.0
0,38.0,0.982034,136.0,0.0,2.0,5.0,3.0,4.0,0.0,21.0,23.0
0,38.0,0.982034,136.0,0.0,2.0,5.0,0.0,4.0,0.0,21.0,23.0
0,29.0,0.982034,136.0,0.0,4.0,5.0,1.0,4.0,0.0,97.0,97.0
0,31.0,0.982034,136.0,2.0,4.0,5.0,1.0,4.0,0.0,97.0,97.0
0,14.0,0.982034,136.0,1.0,4.0,5.0,0.0,4.0,0.0,21.0,22.0
1,23.0,0.982034,136.0,0.0,1.0,5.0,1.0,4.0,0.0,21.0,22.0
0,26.0,0.982034,136.0,0.0,1.0,5.0,1.0,4.0,0.0,21.0,22.0
0,34.0,0.982034,136.0,1.0,2.0,5.0,1.0,4.0,0.0,11.0,22.0
0,38.0,0.982034,136.0,0.0,2.0,5.0,1.0,2.0,0.0,43.0,23.0
0,10.0,0.982034,136.0,2.0,2.0,5.0,0.0,2.0,0.0,43.0,23.0
0,22.0,1.567817,137.0,0.0,1.0,5.0,1.0,2.0,0.0,32.0,31.0
0,23.0,1.567817,137.0,1.0,1.0,5.0,1.0,5.0,0.0,21.0,23.0
0,47.0,1.567817,137.0,0.0,1.0,5.0,4.0,5.0,0.0,21.0,31.0
0,27.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,31.0
0,28.0,1.567817,137.0,0.0,1.0,5.0,1.0,2.0,0.0,32.0,31.0
0,21.0,1.567817,137.0,1.0,1.0,5.0,1.0,5.0,0.0,32.0,31.0
0,28.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,31.0
0,23.0,1.567817,137.0,1.0,1.0,5.0,1.0,2.0,0.0,32.0,31.0
0,16.0,1.567817,137.0,2.0,1.0,5.0,0.0,2.0,0.0,32.0,31.0
0,52.0,1.567817,137.0,0.0,1.0,5.0,5.0,5.0,0.0,21.0,31.0
0,47.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,31.0
0,32.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,31.0
0,20.0,1.567817,137.0,1.0,1.0,5.0,1.0,5.0,0.0,32.0,31.0
0,33.0,1.567817,137.0,2.0,1.0,5.0,0.0,3.0,0.0,21.0,31.0
0,37.0,1.567817,137.0,1.0,1.0,5.0,1.0,2.0,0.0,21.0,23.0
0,32.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,31.0
0,50.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,32.0,31.0
0,38.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,23.0
0,30.0,1.567817,137.0,2.0,1.0,5.0,0.0,2.0,0.0,21.0,23.0
0,29.0,1.567817,137.0,1.0,1.0,5.0,0.0,2.0,0.0,21.0,23.0
0,41.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,23.0
0,54.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,23.0
0,19.0,1.567817,137.0,1.0,1.0,5.0,0.0,5.0,0.0,21.0,23.0
0,10.0,1.567817,137.0,1.0,1.0,5.0,0.0,5.0,0.0,21.0,23.0
0,30.0,1.567817,137.0,0.0,1.0,5.0,1.0,5.0,0.0,21.0,31.0
0,24.0,1.567817,137.0,1.0,1.0,5.0,1.0,5.0,0.0,21.0,23.0
0,32.0,1.567817,137.0,2.0,1.0,5.0,1.0,1.0,0.0,32.0,31.0
0,24.0,1.567817,137.0,1.0,1.0,5.0,1.0,3.0,0.0,32.0,31.0
0,28.0,1.567817,137.0,0.0,1.0,5.0,1.0,2.0,0.0,21.0,31.0
0,20.0,0.379305,138.0,2.0,5.0,11.0,0.0,2.0,0.0,12.0,12.0
0,36.0,0.379305,138.0,2.0,4.0,11.0,1.0,2.0,0.0,12.0,22.0
0,29.0,0.379305,138.0,2.0,4.0,11.0,0.0,2.0,0.0,12.0,12.0
0,26.0,0.379305,138.0,1.0,4.0,11.0,0.0,1.0,0.0,11.0,12.0
0,25.0,0.379305,138.0,3.0,4.0,11.0,0.0,1.0,0.0,11.0,12.0
0,33.0,0.379305,138.0,2.0,4.0,11.0,0.0,1.0,0.0,12.0,21.0
0,33.0,0.379305,138.0,1.0,4.0,11.0,0.0,1.0,0.0,12.0,21.0
0,36.0,0.379305,138.0,1.0,4.0,11.0,1.0,2.0,0.0,13.0,22.0
0,21.0,0.379305,138.0,2.0,5.0,11.0,0.0,1.0,0.0,11.0,12.0
0,27.0,0.379305,138.0,2.0,5.0,11.0,0.0,3.0,0.0,11.0,11.0
0,36.0,0.379305,138.0,3.0,5.0,11.0,1.0,2.0,0.0,11.0,12.0
1,32.0,0.379305,138.0,1.0,4.0,11.0,1.0,2.0,0.0,12.0,22.0
0,38.0,0.379305,138.0,3.0,5.0,11.0,1.0,2.0,0.0,11.0,12.0
0,20.0,0.379305,138.0,2.0,5.0,11.0,2.0,2.0,0.0,12.0,12.0
0,36.0,0.379305,138.0,3.0,4.0,11.0,0.0,1.0,0.0,12.0,22.0
0,36.0,0.379305,138.0,1.0,4.0,11.0,3.0,2.0,0.0,12.0,12.0
0,30.0,0.379305,138.0,2.0,4.0,11.0,1.0,1.0,0.0,12.0,13.0
0,23.0,0.379305,138.0,2.0,4.0,11.0,0.0,1.0,0.0,12.0,22.0
0,17.0,0.379305,138.0,2.0,4.0,11.0,0.0,2.0,0.0,12.0,22.0
0,52.0,0.379305,138.0,3.0,4.0,11.0,0.0,1.0,0.0,12.0,22.0
0,27.0,0.379305,138.0,2.0,4.0,11.0,0.0,1.0,0.0,12.0,22.0
0,52.0,0.379305,138.0,2.0,5.0,11.0,1.0,2.0,0.0,11.0,12.0
0,45.0,0.379305,138.0,2.0,4.0,11.0,1.0,3.0,0.0,12.0,22.0
0,29.0,0.379305,138.0,2.0,4.0,11.0,1.0,1.0,0.0,12.0,22.0
0,32.0,0.379305,138.0,2.0,4.0,11.0,0.0,1.0,0.0,12.0,22.0
0,25.0,0.379305,138.0,3.0,5.0,11.0,0.0,3.0,0.0,12.0,12.0
0,23.0,0.874642,140.0,1.0,2.0,2.0,2.0,2.0,0.0,42.0,23.0
0,60.0,0.874642,140.0,2.0,2.0,2.0,2.0,3.0,0.0,32.0,23.0
0,26.0,0.874642,140.0,1.0,2.0,2.0,2.0,3.0,0.0,42.0,41.0
0,32.0,0.874642,140.0,2.0,2.0,2.0,0.0,2.0,0.0,32.0,23.0
0,32.0,0.874642,140.0,1.0,2.0,2.0,2.0,2.0,0.0,32.0,23.0
0,31.0,0.874642,140.0,1.0,2.0,2.0,1.0,2.0,0.0,42.0,23.0
0,60.0,0.874642,140.0,1.0,1.0,2.0,5.0,3.0,0.0,32.0,23.0
0,24.0,0.874642,140.0,1.0,1.0,2.0,2.0,2.0,0.0,42.0,23.0
0,51.0,0.874642,140.0,2.0,2.0,2.0,0.0,2.0,0.0,42.0,23.0
0,40.0,0.874642,140.0,2.0,2.0,2.0,1.0,3.0,0.0,42.0,41.0
0,57.0,0.874642,140.0,2.0,1.0,2.0,2.0,2.0,0.0,32.0,23.0
0,35.0,0.874642,140.0,1.0,2.0,2.0,2.0,2.0,0.0,32.0,23.0
0,11.0,0.874642,140.0,2.0,2.0,2.0,0.0,3.0,0.0,97.0,97.0
0,25.0,0.874642,140.0,1.0,2.0,2.0,2.0,3.0,0.0,42.0,23.0
0,26.0,0.874642,140.0,2.0,1.0,2.0,2.0,3.0,0.0,32.0,23.0
0,33.0,0.874642,140.0,1.0,1.0,2.0,0.0,2.0,0.0,32.0,23.0
0,33.0,0.874642,140.0,1.0,1.0,2.0,0.0,2.0,0.0,32.0,23.0
0,25.0,0.874642,140.0,1.0,1.0,2.0,1.0,3.0,0.0,43.0,23.0
0,22.0,0.874642,140.0,1.0,2.0,2.0,2.0,3.0,0.0,42.0,23.0
0,45.0,0.874642,140.0,1.0,2.0,2.0,2.0,3.0,0.0,42.0,23.0
0,44.0,0.874642,140.0,2.0,2.0,2.0,2.0,3.0,0.0,42.0,23.0
0,36.0,0.874642,140.0,2.0,2.0,2.0,3.0,2.0,0.0,32.0,23.0
0,38.0,0.874642,140.0,2.0,2.0,2.0,1.0,3.0,0.0,32.0,23.0
0,28.0,0.874642,140.0,2.0,2.0,2.0,2.0,3.0,0.0,32.0,23.0
0,45.0,0.874642,140.0,1.0,2.0,2.0,2.0,7.0,0.0,32.0,23.0
0,49.0,0.874642,140.0,2.0,2.0,2.0,2.0,3.0,0.0,42.0,23.0
0,51.0,0.874642,140.0,1.0,2.0,2.0,2.0,3.0,0.0,42.0,23.0
0,32.0,0.874642,140.0,1.0,2.0,2.0,0.0,3.0,0.0,42.0,23.0
0,32.0,0.874642,140.0,1.0,2.0,2.0,0.0,2.0,0.0,42.0,23.0
0,49.0,0.874642,140.0,2.0,2.0,2.0,2.0,3.0,0.0,42.0,23.0
0,28.0,0.874642,140.0,1.0,2.0,2.0,0.0,2.0,0.0,32.0,23.0
0,30.0,0.874642,140.0,2.0,1.0,2.0,1.0,2.0,0.0,42.0,23.0
0,42.0,0.748941,141.0,1.0,1.0,5.0,1.0,1.0,0.0,21.0,22.0
0,40.0,0.748941,141.0,0.0,1.0,5.0,1.0,1.0,0.0,21.0,22.0
0,43.0,0.748941,141.0,1.0,2.0,5.0,1.0,2.0,0.0,31.0,22.0
0,40.0,0.748941,141.0,0.0,2.0,5.0,1.0,2.0,0.0,31.0,22.0
0,32.0,0.748941,141.0,0.0,2.0,5.0,1.0,1.0,0.0,31.0,22.0
0,18.0,0.748941,141.0,1.0,2.0,5.0,0.0,1.0,0.0,31.0,22.0
0,16.0,0.748941,141.0,2.0,2.0,5.0,0.0,2.0,0.0,31.0,22.0
0,33.0,0.748941,141.0,1.0,2.0,5.0,1.0,2.0,0.0,21.0,22.0
0,40.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,22.0
0,26.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,22.0
0,39.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,22.0
0,43.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,22.0
0,15.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,21.0,22.0
0,44.0,0.748941,141.0,0.0,1.0,5.0,1.0,2.0,0.0,21.0,23.0
0,20.0,0.748941,141.0,1.0,1.0,5.0,0.0,2.0,0.0,21.0,23.0
0,24.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,22.0
0,30.0,0.748941,141.0,1.0,1.0,5.0,1.0,2.0,0.0,32.0,23.0
0,19.0,0.748941,141.0,0.0,1.0,5.0,5.0,4.0,0.0,32.0,23.0
0,25.0,0.748941,141.0,2.0,2.0,5.0,1.0,1.0,0.0,41.0,22.0
0,33.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,21.0,23.0
0,53.0,0.748941,141.0,0.0,3.0,5.0,1.0,4.0,0.0,21.0,22.0
0,16.0,0.748941,141.0,0.0,3.0,5.0,0.0,4.0,0.0,21.0,22.0
0,30.0,0.748941,141.0,1.0,1.0,5.0,1.0,1.0,0.0,31.0,23.0
0,46.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,21.0
0,15.0,0.748941,141.0,0.0,2.0,5.0,4.0,4.0,0.0,31.0,21.0
0,17.0,0.748941,141.0,0.0,2.0,5.0,0.0,4.0,0.0,31.0,21.0
0,49.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,21.0
0,15.0,0.748941,141.0,0.0,2.0,5.0,4.0,4.0,0.0,31.0,21.0
0,13.0,0.748941,141.0,0.0,2.0,5.0,0.0,4.0,0.0,31.0,21.0
0,27.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,21.0
0,38.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,21.0
0,24.0,0.748941,141.0,1.0,2.0,5.0,1.0,2.0,0.0,32.0,22.0
0,13.0,0.748941,141.0,1.0,1.0,5.0,1.0,5.0,0.0,31.0,23.0
0,30.0,0.748941,141.0,0.0,2.0,5.0,1.0,1.0,0.0,31.0,22.0
0,32.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,22.0
0,30.0,0.748941,141.0,0.0,2.0,5.0,1.0,4.0,0.0,31.0,22.0
0,40.0,0.748941,141.0,1.0,2.0,5.0,1.0,3.0,0.0,21.0,22.0
0,20.0,0.748941,141.0,2.0,1.0,5.0,2.0,3.0,0.0,32.0,23.0
0,42.0,0.772206,143.0,1.0,3.0,7.0,1.0,4.0,0.0,21.0,22.0
0,28.0,0.772206,143.0,1.0,3.0,7.0,1.0,4.0,0.0,21.0,22.0
0,50.0,0.772206,143.0,1.0,1.0,7.0,1.0,2.0,0.0,32.0,23.0
0,47.0,0.772206,143.0,1.0,1.0,7.0,1.0,4.0,0.0,32.0,23.0
0,22.0,0.772206,143.0,0.0,3.0,7.0,4.0,4.0,0.0,13.0,23.0
0,43.0,0.772206,143.0,0.0,3.0,7.0,1.0,4.0,0.0,51.0,22.0
0,19.0,0.772206,143.0,0.0,3.0,7.0,1.0,4.0,0.0,97.0,97.0
0,35.0,0.772206,143.0,1.0,3.0,7.0,1.0,2.0,0.0,13.0,22.0
0,27.0,0.772206,143.0,2.0,2.0,7.0,2.0,3.0,0.0,32.0,31.0
0,18.0,0.772206,143.0,2.0,3.0,7.0,0.0,2.0,0.0,21.0,23.0
0,20.0,0.772206,143.0,2.0,3.0,7.0,0.0,2.0,0.0,21.0,23.0
0,20.0,0.772206,143.0,2.0,3.0,7.0,0.0,2.0,0.0,21.0,23.0
0,30.0,0.772206,143.0,1.0,3.0,7.0,1.0,2.0,0.0,21.0,22.0
0,27.0,0.772206,143.0,0.0,3.0,7.0,1.0,2.0,0.0,21.0,22.0
1,49.0,0.772206,143.0,0.0,2.0,7.0,3.0,4.0,0.0,21.0,23.0
0,24.0,0.772206,143.0,1.0,2.0,7.0,0.0,4.0,0.0,21.0,23.0
0,45.0,0.772206,143.0,2.0,4.0,7.0,1.0,1.0,0.0,31.0,22.0
0,32.0,0.772206,143.0,0.0,2.0,7.0,1.0,4.0,0.0,21.0,23.0
0,45.0,0.772206,143.0,0.0,3.0,7.0,1.0,4.0,0.0,21.0,22.0
0,25.0,0.772206,143.0,2.0,3.0,7.0,0.0,4.0,0.0,21.0,22.0
0,20.0,0.772206,143.0,1.0,3.0,7.0,0.0,4.0,0.0,21.0,22.0
0,50.0,0.772206,143.0,0.0,4.0,7.0,1.0,4.0,0.0,21.0,22.0
0,34.0,0.772206,143.0,1.0,2.0,7.0,1.0,1.0,0.0,13.0,23.0
0,47.0,0.772206,143.0,1.0,4.0,7.0,1.0,2.0,0.0,21.0,22.0
0,13.0,0.772206,143.0,2.0,4.0,7.0,0.0,2.0,0.0,21.0,22.0
0,45.0,0.772206,143.0,0.0,4.0,7.0,1.0,4.0,0.0,32.0,22.0
0,30.0,0.772206,143.0,2.0,4.0,7.0,1.0,4.0,0.0,32.0,22.0
0,36.0,0.772206,143.0,1.0,4.0,7.0,1.0,4.0,0.0,31.0,22.0
0,53.0,0.772206,143.0,0.0,4.0,7.0,1.0,4.0,0.0,31.0,22.0
0,28.0,0.772206,143.0,2.0,3.0,7.0,0.0,2.0,0.0,31.0,22.0
0,50.0,0.772206,143.0,0.0,4.0,7.0,1.0,4.0,0.0,31.0,22.0
0,5.0,0.772206,143.0,2.0,4.0,7.0,0.0,4.0,0.0,31.0,22.0
0,30.0,0.772206,143.0,1.0,2.0,7.0,5.0,2.0,0.0,31.0,22.0
0,31.0,0.772206,143.0,2.0,2.0,7.0,0.0,2.0,0.0,31.0,22.0
0,60.0,0.772206,143.0,0.0,2.0,7.0,3.0,2.0,0.0,32.0,23.0
0,47.0,0.772206,143.0,0.0,3.0,7.0,1.0,2.0,0.0,21.0,22.0
1,39.0,0.844738,144.0,2.0,2.0,8.0,1.0,3.0,0.0,14.0,22.0
0,39.0,0.844738,144.0,2.0,3.0,8.0,5.0,2.0,0.0,14.0,23.0
0,26.0,0.844738,144.0,1.0,3.0,8.0,1.0,2.0,0.0,14.0,23.0
1,36.0,0.844738,144.0,2.0,3.0,8.0,0.0,1.0,0.0,97.0,97.0
0,60.0,0.844738,144.0,1.0,2.0,8.0,1.0,2.0,0.0,14.0,22.0
0,19.0,0.844738,144.0,2.0,2.0,8.0,0.0,2.0,0.0,14.0,22.0
0,35.0,0.844738,144.0,0.0,2.0,8.0,3.0,1.0,0.0,14.0,23.0
0,42.0,0.844738,144.0,1.0,2.0,8.0,5.0,1.0,0.0,14.0,23.0
0,39.0,0.844738,144.0,2.0,3.0,8.0,1.0,1.0,0.0,12.0,22.0
0,38.0,0.844738,144.0,1.0,2.0,8.0,1.0,1.0,0.0,42.0,23.0
0,33.0,0.844738,144.0,2.0,2.0,8.0,1.0,1.0,0.0,97.0,97.0
0,12.0,0.844738,144.0,2.0,2.0,8.0,0.0,1.0,0.0,14.0,23.0
0,32.0,0.844738,144.0,1.0,2.0,8.0,1.0,1.0,0.0,14.0,23.0
0,35.0,0.844738,144.0,2.0,2.0,8.0,0.0,1.0,0.0,12.0,22.0
0,35.0,0.844738,144.0,2.0,2.0,8.0,0.0,1.0,0.0,12.0,22.0
0,35.0,0.844738,144.0,1.0,2.0,8.0,5.0,1.0,0.0,12.0,22.0
0,35.0,0.844738,144.0,2.0,2.0,8.0,0.0,1.0,0.0,12.0,22.0
0,52.0,0.276291,145.0,1.0,3.0,6.0,2.0,2.0,0.0,14.0,23.0
0,17.0,0.276291,145.0,2.0,3.0,6.0,0.0,2.0,0.0,14.0,23.0
0,47.0,0.276291,145.0,2.0,3.0,6.0,1.0,1.0,0.0,97.0,97.0
0,29.0,0.276291,145.0,1.0,3.0,6.0,1.0,2.0,0.0,14.0,22.0
0,56.0,0.276291,145.0,1.0,3.0,6.0,1.0,2.0,0.0,14.0,22.0
0,29.0,0.276291,145.0,2.0,3.0,6.0,1.0,2.0,0.0,14.0,22.0
0,30.0,0.276291,145.0,2.0,3.0,6.0,0.0,7.0,0.0,14.0,22.0
0,30.0,0.276291,145.0,2.0,3.0,6.0,0.0,2.0,0.0,14.0,22.0
0,35.0,0.276291,145.0,2.0,3.0,6.0,1.0,2.0,0.0,13.0,22.0
0,23.0,0.276291,145.0,2.0,2.0,6.0,1.0,2.0,0.0,14.0,22.0
0,22.0,0.276291,145.0,2.0,2.0,6.0,0.0,2.0,0.0,14.0,23.0
0,27.0,0.276291,145.0,2.0,2.0,6.0,2.0,5.0,0.0,97.0,97.0
0,34.0,0.276291,145.0,2.0,3.0,6.0,2.0,2.0,0.0,14.0,23.0
0,16.0,0.276291,145.0,1.0,3.0,6.0,0.0,2.0,0.0,14.0,23.0
0,20.0,0.276291,145.0,2.0,3.0,6.0,0.0,2.0,0.0,14.0,22.0
0,24.0,0.276291,145.0,2.0,4.0,6.0,0.0,1.0,0.0,13.0,23.0
0,34.0,0.276291,145.0,2.0,3.0,6.0,1.0,2.0,0.0,14.0,22.0
0,32.0,0.276291,145.0,1.0,3.0,6.0,1.0,2.0,0.0,14.0,22.0
0,36.0,0.751375,146.0,2.0,3.0,3.0,0.0,1.0,0.0,14.0,22.0
0,35.0,0.751375,146.0,2.0,4.0,3.0,5.0,96.0,0.0,13.0,12.0
0,29.0,0.751375,146.0,3.0,4.0,3.0,0.0,1.0,0.0,13.0,12.0
0,25.0,0.751375,146.0,3.0,4.0,3.0,0.0,1.0,0.0,13.0,12.0
